marketTick;assetId;buyQuote;sellQuote;date;time
0;ICX-USD;0.91311663;0.91311663;2022-02-08 02:31:00;1644287606
0;XDC-USD;0.06747035;0.06747035;2022-02-08 02:31:00;1644287606
0;SC-USD;0.012232484;0.012232484;2022-02-08 02:31:00;1644287606
0;ROSE-USD;0.37910628;0.37910628;2022-02-08 02:31:00;1644287606
0;OMG-USD;5.572824;5.572824;2022-02-08 02:31:00;1644287606
0;VGX-USD;2.1480207;2.1480207;2022-02-08 02:31:00;1644287606
0;YFI-USD;26325.527;26325.527;2022-02-08 02:31:00;1644287606
0;RVN-USD;0.078198604;0.078198604;2022-02-08 02:31:00;1644287606
0;ZIL-USD;0.058136865;0.058136865;2022-02-08 02:31:00;1644287606
0;OMI-USD;0.0070991996;0.0070991996;2022-02-08 02:31:00;1644287606
0;BTG-USD;36.485317;36.485317;2022-02-08 02:31:00;1644287606
0;STORJ-USD;1.4016806;1.4016806;2022-02-08 02:31:00;1644287606
0;CEL-USD;3.0953426;3.0953426;2022-02-08 02:31:00;1644287606
0;ZRX-USD;0.6924481;0.6924481;2022-02-08 02:31:00;1644287606
0;CCXX-USD;57.291134;57.291134;2022-02-08 02:31:00;1644287606
0;BNT-USD;2.8316622;2.8316622;2022-02-08 02:31:00;1644287606
0;SUSHI-USD;4.912754;4.912754;2022-02-08 02:31:00;1644287606
0;UMA-USD;6.7193213;6.7193213;2022-02-08 02:31:00;1644287606
0;DFI-USD;3.3288116;3.3288116;2022-02-08 02:31:00;1644287606
0;SNX-USD;5.842427;5.842427;2022-02-08 02:31:00;1644287606
0;VLX-USD;0.30357236;0.30357236;2022-02-08 02:31:00;1644287606
0;BTC-USD;44039.863;44039.863;2022-02-08 02:32:00;1644287618
0;ETH-USD;3149.1702;3149.1702;2022-02-08 02:32:00;1644287618
0;BNB-USD;434.35294;434.35294;2022-02-08 02:32:00;1644287618
0;USDT-USD;1.0006237;1.0006237;2022-02-08 02:32:00;1644287618
0;SOL1-USD;0.8244934;0.8244934;2022-02-08 02:32:00;1644287618
0;ADA-USD;1.2399316;1.2399316;2022-02-08 02:32:00;1644287618
0;XRP-USD;0.85978574;0.85978574;2022-02-08 02:32:00;1644287618
0;USDC-USD;0.9998064;0.9998064;2022-02-08 02:32:00;1644287618
0;DOT1-USD;24.87994;24.87994;2021-12-17 21:56:07;1644287618
0;HEX-USD;0.21309318;0.21309318;2022-02-08 02:32:00;1644287618
0;DOGE-USD;0.16398269;0.16398269;2022-02-08 02:32:00;1644287618
0;AVAX-USD;83.451126;83.451126;2022-02-08 02:32:00;1644287618
0;SHIB-USD;3.252165E-5;3.252165E-5;2022-02-08 02:32:00;1644287618
0;CRO-USD;0.49535212;0.49535212;2022-02-08 02:32:00;1644287618
0;LUNA1-USD;59.000008;59.000008;2022-02-08 02:32:00;1644287618
0;LTC-USD;137.86307;137.86307;2022-02-08 02:32:00;1644287618
0;UNI3-USD;14.699384;14.699384;2021-12-17 21:56:12;1644287618
0;MATIC-USD;2.0097804;2.0097804;2022-02-08 02:32:00;1644287618
0;LINK-USD;18.949118;18.949118;2022-02-08 02:32:00;1644287618
0;BCH-USD;348.24814;348.24814;2022-02-08 02:32:00;1644287618
0;ALGO-USD;1.0764662;1.0764662;2022-02-08 02:32:00;1644287618
0;MANA-USD;3.282507;3.282507;2022-02-08 02:32:00;1644287618
0;XLM-USD;0.24796715;0.24796715;2022-02-08 02:32:00;1644287618
0;EGLD-USD;177.91548;177.91548;2022-02-08 02:32:00;1644287618
0;AXS-USD;67.3751;67.3751;2022-02-08 02:32:00;1644287618
0;VET-USD;0.0675285;0.0675285;2022-02-08 02:32:00;1644287618
0;ICP1-USD;23.806871;23.806871;2021-12-17 21:56:09;1644287618
0;FIL-USD;25.05717;25.05717;2022-02-08 02:32:00;1644287618
0;FTT1-USD;37.491173;37.491173;2021-12-17 21:57:03;1644287618
0;TRX-USD;0.06904622;0.06904622;2022-02-08 02:32:00;1644287618
0;THETA-USD;3.5158913;3.5158913;2022-02-08 02:32:00;1644287618
0;DAI1-USD;0.9962985;0.9962985;2021-12-17 21:56:11;1644287618
0;SAND-USD;4.6350102;4.6350102;2022-02-08 02:32:00;1644287618
0;ETC-USD;32.420826;32.420826;2022-02-08 02:32:00;1644287618
0;ATOM1-USD;21.69372;21.69372;2021-12-17 21:56:10;1644287618
0;HBAR-USD;0.2618468;0.2618468;2022-02-08 02:32:00;1644287618
0;FTM-USD;2.3061526;2.3061526;2022-02-08 02:32:00;1644287618
0;HNT1-USD;33.9163;33.9163;2021-12-17 21:57:08;1644287618
0;GRT2-USD;0.59516865;0.59516865;2021-12-17 21:56:08;1644287618
0;XTZ-USD;4.2211156;4.2211156;2022-02-08 02:32:00;1644287618
0;XMR-USD;184.11594;184.11594;2022-02-08 02:32:00;1644287618
0;LRC-USD;1.1424503;1.1424503;2022-02-08 02:32:00;1644287618
0;MIOTA-USD;1.0002257;1.0002257;2022-02-08 02:32:00;1644287618
0;EOS-USD;2.734447;2.734447;2022-02-08 02:32:00;1644287618
0;FLOW1-USD;8.480893;8.480893;2021-12-17 21:57:08;1644287618
0;ENJ-USD;2.1182833;2.1182833;2022-02-08 02:32:00;1644287618
0;ZEC-USD;127.2745;127.2745;2022-02-08 02:32:00;1644287618
0;CAKE-USD;8.53927;8.53927;2022-02-08 02:32:00;1644287618
0;AAVE-USD;185.21667;185.21667;2022-02-08 02:32:00;1644287618
0;MKR-USD;2273.356;2273.356;2022-02-08 02:32:00;1644287618
0;RUNE-USD;4.993861;4.993861;2022-02-08 02:32:00;1644287618
