assetId;assetName;
AA22;;
AE38;;
AE38D;;
AL29;;
AL29D;;
AL30;;
AL30D;;
AL35;;
AL35D;;
AL41;;
AL41D;;
BA37D;;
BDC24;;
BDC28;;
CO26;;
CO26D;;
CUAP;;
DICP;;
GD29;;
GD29D;;
GD30;;
GD30C;;
GD30D;;
GD35;;
GD35D;;
GD38;;
GD38D;;
GD41;;
GD41D;;
GD46;;
PARP;;
PBA25;;
PBY22;;
PR13;;
PR15;;
T2V2;;
T2X2;;
TC23;;
TO23;;
TO26;;
TV22;;
TV23;;
TVPA;;
TX22;;
TX23;;
TX24;;
TX26;;
TX28;;
VSC2O;;
YCA6O;;
